pm25_HLL_298,temperature_HLL_298,datetime,humidity_HLL_298,pm25_HLL_345,temperature_HLL_345,humidity_HLL_345,winddirection,windspeed,temperature_KNMI_240,humidity_KNMI_240,pm25_NL49701,pm25_HLL_256,temperature_HLL_256,humidity_HLL_256,pm25_HLL_307,temperature_HLL_307,humidity_HLL_307,pm25_HLL_320,temperature_HLL_320,humidity_HLL_320,pm25_HLL_448,temperature_HLL_448,humidity_HLL_448,winddirection_knmi,windspeed_knmi,temperature_knmi,humidity_knmi,pm25_diff_HLL_345_HLL_345,pm25_diff_HLL_345_HLL_307,pm25_diff_HLL_345_HLL_448,pm25_diff_HLL_345_HLL_298,pm25_diff_HLL_345_HLL_320,pm25_diff_HLL_345_HLL_256,pm25_diff_HLL_307_HLL_345,pm25_diff_HLL_307_HLL_307,pm25_diff_HLL_307_HLL_448,pm25_diff_HLL_307_HLL_298,pm25_diff_HLL_307_HLL_320,pm25_diff_HLL_307_HLL_256,pm25_diff_HLL_448_HLL_345,pm25_diff_HLL_448_HLL_307,pm25_diff_HLL_448_HLL_448,pm25_diff_HLL_448_HLL_298,pm25_diff_HLL_448_HLL_320,pm25_diff_HLL_448_HLL_256,pm25_diff_HLL_298_HLL_345,pm25_diff_HLL_298_HLL_307,pm25_diff_HLL_298_HLL_448,pm25_diff_HLL_298_HLL_298,pm25_diff_HLL_298_HLL_320,pm25_diff_HLL_298_HLL_256,pm25_diff_HLL_320_HLL_345,pm25_diff_HLL_320_HLL_307,pm25_diff_HLL_320_HLL_448,pm25_diff_HLL_320_HLL_298,pm25_diff_HLL_320_HLL_320,pm25_diff_HLL_320_HLL_256,pm25_diff_HLL_256_HLL_345,pm25_diff_HLL_256_HLL_307,pm25_diff_HLL_256_HLL_448,pm25_diff_HLL_256_HLL_298,pm25_diff_HLL_256_HLL_320,pm25_diff_HLL_256_HLL_256,highhumidity,datehour,dateday
17.23,25.73,2023-06-09 11:00:00+00:00,50.24,11.98,34.24,31.31,50.0,5.0,22.8,62.0,15.4,15.04,25.74,50.8,16.95,22.34,61.85,16.27,23.79,55.22,11.4,29.43,47.14,50.0,5.0,22.8,62.0,0.0,-4.969999999999999,0.5800000000000001,-5.25,-4.289999999999999,-3.0599999999999987,4.969999999999999,0.0,5.549999999999999,-0.28000000000000114,0.6799999999999997,1.9100000000000001,-0.5800000000000001,-5.549999999999999,0.0,-5.83,-4.869999999999999,-3.639999999999999,5.25,0.28000000000000114,5.83,0.0,0.9600000000000009,2.1900000000000013,4.289999999999999,-0.6799999999999997,4.869999999999999,-0.9600000000000009,0.0,1.2300000000000004,3.0599999999999987,-1.9100000000000001,3.639999999999999,-2.1900000000000013,-1.2300000000000004,0.0,False,11,Friday
16.89,28.1,2023-06-09 12:00:00+00:00,45.66,13.01,33.96,32.07,50.0,5.0,24.9,57.0,16.6,15.11,27.44,47.08,16.29,24.07,57.83,16.42,25.58,51.39,11.09,32.33,41.17,50.0,5.0,24.9,57.0,0.0,-3.2799999999999994,1.92,-3.880000000000001,-3.410000000000002,-2.0999999999999996,3.2799999999999994,0.0,5.199999999999999,-0.6000000000000014,-0.13000000000000256,1.1799999999999997,-1.92,-5.199999999999999,0.0,-5.800000000000001,-5.330000000000002,-4.02,3.880000000000001,0.6000000000000014,5.800000000000001,0.0,0.46999999999999886,1.7800000000000011,3.410000000000002,0.13000000000000256,5.330000000000002,-0.46999999999999886,0.0,1.3100000000000023,2.0999999999999996,-1.1799999999999997,4.02,-1.7800000000000011,-1.3100000000000023,0.0,False,12,Friday
14.06,30.61,2023-06-09 13:00:00+00:00,40.03,12.98,30.51,38.51,50.0,6.0,26.1,49.0,15.7,13.42,28.93,43.8,15.12,25.51,54.07,14.35,27.39,46.91,10.16,34.57,37.77,50.0,6.0,26.1,49.0,0.0,-2.139999999999999,2.8200000000000003,-1.08,-1.3699999999999992,-0.4399999999999995,2.139999999999999,0.0,4.959999999999999,1.0599999999999987,0.7699999999999996,1.6999999999999993,-2.8200000000000003,-4.959999999999999,0.0,-3.9000000000000004,-4.1899999999999995,-3.26,1.08,-1.0599999999999987,3.9000000000000004,0.0,-0.28999999999999915,0.6400000000000006,1.3699999999999992,-0.7699999999999996,4.1899999999999995,0.28999999999999915,0.0,0.9299999999999997,0.4399999999999995,-1.6999999999999993,3.26,-0.6400000000000006,-0.9299999999999997,0.0,False,13,Friday
11.75,32.33,2023-06-09 14:00:00+00:00,35.35,12.21,29.36,39.61,50.0,6.0,27.2,45.0,14.5,11.88,30.68,39.31,13.0,26.59,49.42,12.59,28.59,41.99,8.79,35.8,36.39,50.0,6.0,27.2,45.0,0.0,-0.7899999999999991,3.4200000000000017,0.46000000000000085,-0.379999999999999,0.33000000000000007,0.7899999999999991,0.0,4.210000000000001,1.25,0.41000000000000014,1.1199999999999992,-3.4200000000000017,-4.210000000000001,0.0,-2.960000000000001,-3.8000000000000007,-3.0900000000000016,-0.46000000000000085,-1.25,2.960000000000001,0.0,-0.8399999999999999,-0.13000000000000078,0.379999999999999,-0.41000000000000014,3.8000000000000007,0.8399999999999999,0.0,0.7099999999999991,-0.33000000000000007,-1.1199999999999992,3.0900000000000016,0.13000000000000078,-0.7099999999999991,0.0,False,14,Friday
10.52,33.5,2023-06-09 15:00:00+00:00,32.44,10.59,29.35,37.62,50.0,6.0,27.8,45.0,14.1,11.12,31.17,36.62,11.41,27.26,46.23,11.51,29.51,38.17,7.62,36.2,35.23,50.0,6.0,27.8,45.0,0.0,-0.8200000000000003,2.9699999999999998,0.07000000000000028,-0.9199999999999999,-0.5299999999999994,0.8200000000000003,0.0,3.79,0.8900000000000006,-0.09999999999999964,0.2900000000000009,-2.9699999999999998,-3.79,0.0,-2.8999999999999995,-3.8899999999999997,-3.499999999999999,-0.07000000000000028,-0.8900000000000006,2.8999999999999995,0.0,-0.9900000000000002,-0.5999999999999996,0.9199999999999999,0.09999999999999964,3.8899999999999997,0.9900000000000002,0.0,0.39000000000000057,0.5299999999999994,-0.2900000000000009,3.499999999999999,0.5999999999999996,-0.39000000000000057,0.0,False,15,Friday
11.25,32.3,2023-06-09 16:00:00+00:00,33.29,10.36,29.37,36.27,50.0,5.0,27.9,41.0,14.2,11.73,31.41,35.2,11.42,27.76,43.38,10.93,30.4,35.6,8.26,34.5,35.18,50.0,5.0,27.9,41.0,0.0,-1.0600000000000005,2.0999999999999996,-0.8900000000000006,-0.5700000000000003,-1.370000000000001,1.0600000000000005,0.0,3.16,0.16999999999999993,0.4900000000000002,-0.3100000000000005,-2.0999999999999996,-3.16,0.0,-2.99,-2.67,-3.4700000000000006,0.8900000000000006,-0.16999999999999993,2.99,0.0,0.3200000000000003,-0.4800000000000004,0.5700000000000003,-0.4900000000000002,2.67,-0.3200000000000003,0.0,-0.8000000000000007,1.370000000000001,0.3100000000000005,3.4700000000000006,0.4800000000000004,0.8000000000000007,0.0,False,16,Friday
12.32,29.75,2023-06-09 17:00:00+00:00,37.34,10.83,29.13,36.93,60.0,5.0,27.6,40.0,14.3,11.8,29.96,36.7,11.09,27.83,42.65,11.07,30.84,34.37,8.6,31.92,37.19,60.0,5.0,27.6,40.0,0.0,-0.2599999999999998,2.2300000000000004,-1.4900000000000002,-0.2400000000000002,-0.9700000000000006,0.2599999999999998,0.0,2.49,-1.2300000000000004,0.019999999999999574,-0.7100000000000009,-2.2300000000000004,-2.49,0.0,-3.7200000000000006,-2.4700000000000006,-3.200000000000001,1.4900000000000002,1.2300000000000004,3.7200000000000006,0.0,1.25,0.5199999999999996,0.2400000000000002,-0.019999999999999574,2.4700000000000006,-1.25,0.0,-0.7300000000000004,0.9700000000000006,0.7100000000000009,3.200000000000001,-0.5199999999999996,0.7300000000000004,0.0,False,17,Friday
10.95,28.29,2023-06-09 18:00:00+00:00,47.81,10.02,27.92,47.61,70.0,5.0,26.8,43.0,14.6,12.63,28.58,41.67,10.33,26.86,53.33,10.88,29.73,42.27,8.46,29.0,46.1,70.0,5.0,26.8,43.0,0.0,-0.3100000000000005,1.5599999999999987,-0.9299999999999997,-0.8600000000000012,-2.610000000000001,0.3100000000000005,0.0,1.8699999999999992,-0.6199999999999992,-0.5500000000000007,-2.3000000000000007,-1.5599999999999987,-1.8699999999999992,0.0,-2.4899999999999984,-2.42,-4.17,0.9299999999999997,0.6199999999999992,2.4899999999999984,0.0,0.06999999999999851,-1.6800000000000015,0.8600000000000012,0.5500000000000007,2.42,-0.06999999999999851,0.0,-1.75,2.610000000000001,2.3000000000000007,4.17,1.6800000000000015,1.75,0.0,False,18,Friday
11.17,26.27,2023-06-09 19:00:00+00:00,53.94,9.49,26.22,52.57,60.0,4.0,25.1,49.0,12.7,10.96,26.87,51.23,10.11,24.97,59.31,11.2,27.29,50.44,8.56,27.11,50.45,60.0,4.0,25.1,49.0,0.0,-0.6199999999999992,0.9299999999999997,-1.6799999999999997,-1.709999999999999,-1.4700000000000006,0.6199999999999992,0.0,1.549999999999999,-1.0600000000000005,-1.0899999999999999,-0.8500000000000014,-0.9299999999999997,-1.549999999999999,0.0,-2.6099999999999994,-2.639999999999999,-2.4000000000000004,1.6799999999999997,1.0600000000000005,2.6099999999999994,0.0,-0.02999999999999936,0.20999999999999908,1.709999999999999,1.0899999999999999,2.639999999999999,0.02999999999999936,0.0,0.23999999999999844,1.4700000000000006,0.8500000000000014,2.4000000000000004,-0.20999999999999908,-0.23999999999999844,0.0,False,19,Friday
10.66,24.46,2023-06-09 20:00:00+00:00,56.88,9.13,24.6,55.5,30.0,5.0,22.9,63.0,11.2,9.81,24.72,56.41,9.46,23.36,61.86,10.1,25.31,54.32,8.44,25.22,53.35,30.0,5.0,22.9,63.0,0.0,-0.33000000000000007,0.6900000000000013,-1.5299999999999994,-0.9699999999999989,-0.6799999999999997,0.33000000000000007,0.0,1.0200000000000014,-1.1999999999999993,-0.6399999999999988,-0.34999999999999964,-0.6900000000000013,-1.0200000000000014,0.0,-2.2200000000000006,-1.6600000000000001,-1.370000000000001,1.5299999999999994,1.1999999999999993,2.2200000000000006,0.0,0.5600000000000005,0.8499999999999996,0.9699999999999989,0.6399999999999988,1.6600000000000001,-0.5600000000000005,0.0,0.28999999999999915,0.6799999999999997,0.34999999999999964,1.370000000000001,-0.8499999999999996,-0.28999999999999915,0.0,False,20,Friday
10.69,23.24,2023-06-09 21:00:00+00:00,58.52,9.44,23.34,57.19,50.0,5.0,22.0,63.0,10.0,9.16,23.49,57.89,9.45,22.41,62.61,10.13,23.73,56.88,8.36,23.67,55.36,50.0,5.0,22.0,63.0,0.0,-0.009999999999999787,1.08,-1.25,-0.6900000000000013,0.27999999999999936,0.009999999999999787,0.0,1.0899999999999999,-1.2400000000000002,-0.6800000000000015,0.28999999999999915,-1.08,-1.0899999999999999,0.0,-2.33,-1.7700000000000014,-0.8000000000000007,1.25,1.2400000000000002,2.33,0.0,0.5599999999999987,1.5299999999999994,0.6900000000000013,0.6800000000000015,1.7700000000000014,-0.5599999999999987,0.0,0.9700000000000006,-0.27999999999999936,-0.28999999999999915,0.8000000000000007,-1.5299999999999994,-0.9700000000000006,0.0,False,21,Friday
10.09,22.34,2023-06-09 22:00:00+00:00,59.52,9.48,22.49,58.06,60.0,7.0,22.1,55.0,9.4,9.25,22.72,57.99,9.17,21.81,62.67,9.14,22.85,57.78,8.72,22.59,56.33,60.0,7.0,22.1,55.0,0.0,0.3100000000000005,0.7599999999999998,-0.6099999999999994,0.33999999999999986,0.23000000000000043,-0.3100000000000005,0.0,0.4499999999999993,-0.9199999999999999,0.02999999999999936,-0.08000000000000007,-0.7599999999999998,-0.4499999999999993,0.0,-1.3699999999999992,-0.41999999999999993,-0.5299999999999994,0.6099999999999994,0.9199999999999999,1.3699999999999992,0.0,0.9499999999999993,0.8399999999999999,-0.33999999999999986,-0.02999999999999936,0.41999999999999993,-0.9499999999999993,0.0,-0.10999999999999943,-0.23000000000000043,0.08000000000000007,0.5299999999999994,-0.8399999999999999,0.10999999999999943,0.0,False,22,Friday
8.75,21.65,2023-06-09 23:00:00+00:00,59.21,8.32,21.8,57.76,70.0,5.0,21.0,56.0,8.0,7.84,22.03,57.58,7.86,21.05,62.59,8.32,21.97,59.02,8.0,21.8,56.97,70.0,5.0,21.0,56.0,0.0,0.45999999999999996,0.3200000000000003,-0.4299999999999997,0.0,0.4800000000000004,-0.45999999999999996,0.0,-0.13999999999999968,-0.8899999999999997,-0.45999999999999996,0.020000000000000462,-0.3200000000000003,0.13999999999999968,0.0,-0.75,-0.3200000000000003,0.16000000000000014,0.4299999999999997,0.8899999999999997,0.75,0.0,0.4299999999999997,0.9100000000000001,0.0,0.45999999999999996,0.3200000000000003,-0.4299999999999997,0.0,0.4800000000000004,-0.4800000000000004,-0.020000000000000462,-0.16000000000000014,-0.9100000000000001,-0.4800000000000004,0.0,False,23,Friday
8.15,20.92,2023-06-10 00:00:00+00:00,60.23,7.68,21.05,58.29,60.0,4.0,19.2,64.0,7.2,7.57,21.17,59.22,7.29,20.12,64.17,7.52,21.1,60.32,7.18,20.89,57.61,60.0,4.0,19.2,64.0,0.0,0.3899999999999997,0.5,-0.47000000000000064,0.16000000000000014,0.10999999999999943,-0.3899999999999997,0.0,0.11000000000000032,-0.8600000000000003,-0.22999999999999954,-0.28000000000000025,-0.5,-0.11000000000000032,0.0,-0.9700000000000006,-0.33999999999999986,-0.39000000000000057,0.47000000000000064,0.8600000000000003,0.9700000000000006,0.0,0.6300000000000008,0.5800000000000001,-0.16000000000000014,0.22999999999999954,0.33999999999999986,-0.6300000000000008,0.0,-0.05000000000000071,-0.10999999999999943,0.28000000000000025,0.39000000000000057,-0.5800000000000001,0.05000000000000071,0.0,False,0,Saturday
7.9,20.23,2023-06-10 01:00:00+00:00,60.39,7.55,20.35,58.71,60.0,5.0,19.1,60.0,6.7,7.31,20.43,62.28,7.07,19.49,65.16,7.25,20.4,60.83,7.14,20.13,57.7,60.0,5.0,19.1,60.0,0.0,0.47999999999999954,0.41000000000000014,-0.35000000000000053,0.2999999999999998,0.2400000000000002,-0.47999999999999954,0.0,-0.0699999999999994,-0.8300000000000001,-0.17999999999999972,-0.23999999999999932,-0.41000000000000014,0.0699999999999994,0.0,-0.7600000000000007,-0.11000000000000032,-0.16999999999999993,0.35000000000000053,0.8300000000000001,0.7600000000000007,0.0,0.6500000000000004,0.5900000000000007,-0.2999999999999998,0.17999999999999972,0.11000000000000032,-0.6500000000000004,0.0,-0.05999999999999961,-0.2400000000000002,0.23999999999999932,0.16999999999999993,-0.5900000000000007,0.05999999999999961,0.0,False,1,Saturday
8.2,19.71,2023-06-10 02:00:00+00:00,59.96,7.53,19.77,58.34,60.0,4.0,18.2,65.0,6.6,7.48,19.89,62.18,7.37,18.72,66.57,7.38,19.82,61.08,7.71,19.32,59.13,60.0,4.0,18.2,65.0,0.0,0.16000000000000014,-0.17999999999999972,-0.669999999999999,0.15000000000000036,0.04999999999999982,-0.16000000000000014,0.0,-0.33999999999999986,-0.8299999999999992,-0.009999999999999787,-0.11000000000000032,0.17999999999999972,0.33999999999999986,0.0,-0.4899999999999993,0.33000000000000007,0.22999999999999954,0.669999999999999,0.8299999999999992,0.4899999999999993,0.0,0.8199999999999994,0.7199999999999989,-0.15000000000000036,0.009999999999999787,-0.33000000000000007,-0.8199999999999994,0.0,-0.10000000000000053,-0.04999999999999982,0.11000000000000032,-0.22999999999999954,-0.7199999999999989,0.10000000000000053,0.0,False,2,Saturday
8.62,19.35,2023-06-10 03:00:00+00:00,59.51,8.1,19.42,58.33,60.0,5.0,17.9,66.0,7.2,7.78,19.48,62.26,7.8,18.51,66.04,8.05,19.39,61.33,7.8,18.76,60.51,60.0,5.0,17.9,66.0,0.0,0.2999999999999998,0.2999999999999998,-0.5199999999999996,0.049999999999998934,0.3199999999999994,-0.2999999999999998,0.0,0.0,-0.8199999999999994,-0.2500000000000009,0.019999999999999574,-0.2999999999999998,0.0,0.0,-0.8199999999999994,-0.2500000000000009,0.019999999999999574,0.5199999999999996,0.8199999999999994,0.8199999999999994,0.0,0.5699999999999985,0.839999999999999,-0.049999999999998934,0.2500000000000009,0.2500000000000009,-0.5699999999999985,0.0,0.27000000000000046,-0.3199999999999994,-0.019999999999999574,-0.019999999999999574,-0.839999999999999,-0.27000000000000046,0.0,False,3,Saturday
9.1,18.9,2023-06-10 04:00:00+00:00,61.34,8.74,18.97,60.77,70.0,5.0,18.1,65.0,7.6,8.76,18.92,64.13,8.75,18.11,68.04,8.81,18.84,64.07,8.26,18.27,62.52,70.0,5.0,18.1,65.0,0.0,-0.009999999999999787,0.4800000000000004,-0.35999999999999943,-0.07000000000000028,-0.019999999999999574,0.009999999999999787,0.0,0.4900000000000002,-0.34999999999999964,-0.0600000000000005,-0.009999999999999787,-0.4800000000000004,-0.4900000000000002,0.0,-0.8399999999999999,-0.5500000000000007,-0.5,0.35999999999999943,0.34999999999999964,0.8399999999999999,0.0,0.28999999999999915,0.33999999999999986,0.07000000000000028,0.0600000000000005,0.5500000000000007,-0.28999999999999915,0.0,0.05000000000000071,0.019999999999999574,0.009999999999999787,0.5,-0.33999999999999986,-0.05000000000000071,0.0,False,4,Saturday
10.41,18.7,2023-06-10 05:00:00+00:00,64.19,9.57,19.0,62.84,80.0,5.0,18.8,63.0,8.1,9.16,18.81,64.1,8.82,18.29,68.14,9.37,18.91,66.19,8.47,18.35,64.32,80.0,5.0,18.8,63.0,0.0,0.75,1.0999999999999996,-0.8399999999999999,0.20000000000000107,0.41000000000000014,-0.75,0.0,0.34999999999999964,-1.5899999999999999,-0.5499999999999989,-0.33999999999999986,-1.0999999999999996,-0.34999999999999964,0.0,-1.9399999999999995,-0.8999999999999986,-0.6899999999999995,0.8399999999999999,1.5899999999999999,1.9399999999999995,0.0,1.040000000000001,1.25,-0.20000000000000107,0.5499999999999989,0.8999999999999986,-1.040000000000001,0.0,0.20999999999999908,-0.41000000000000014,0.33999999999999986,0.6899999999999995,-1.25,-0.20999999999999908,0.0,False,5,Saturday
10.47,19.14,2023-06-10 06:00:00+00:00,63.88,9.44,21.9,55.28,70.0,6.0,19.7,62.0,8.8,9.22,21.13,57.78,9.1,19.27,66.14,9.48,19.93,63.24,8.79,19.6,62.77,70.0,6.0,19.7,62.0,0.0,0.33999999999999986,0.6500000000000004,-1.0300000000000011,-0.040000000000000924,0.21999999999999886,-0.33999999999999986,0.0,0.3100000000000005,-1.370000000000001,-0.3800000000000008,-0.120000000000001,-0.6500000000000004,-0.3100000000000005,0.0,-1.6800000000000015,-0.6900000000000013,-0.4300000000000015,1.0300000000000011,1.370000000000001,1.6800000000000015,0.0,0.9900000000000002,1.25,0.040000000000000924,0.3800000000000008,0.6900000000000013,-0.9900000000000002,0.0,0.2599999999999998,-0.21999999999999886,0.120000000000001,0.4300000000000015,-1.25,-0.2599999999999998,0.0,False,6,Saturday
10.56,20.35,2023-06-10 07:00:00+00:00,60.15,8.58,27.97,39.9,70.0,5.0,21.2,58.0,9.3,9.26,24.17,49.73,9.38,20.52,63.02,9.48,21.26,59.02,8.35,21.44,58.48,70.0,5.0,21.2,58.0,0.0,-0.8000000000000007,0.23000000000000043,-1.9800000000000004,-0.9000000000000004,-0.6799999999999997,0.8000000000000007,0.0,1.0300000000000011,-1.1799999999999997,-0.09999999999999964,0.120000000000001,-0.23000000000000043,-1.0300000000000011,0.0,-2.210000000000001,-1.1300000000000008,-0.9100000000000001,1.9800000000000004,1.1799999999999997,2.210000000000001,0.0,1.08,1.3000000000000007,0.9000000000000004,0.09999999999999964,1.1300000000000008,-1.08,0.0,0.22000000000000064,0.6799999999999997,-0.120000000000001,0.9100000000000001,-1.3000000000000007,-0.22000000000000064,0.0,False,7,Saturday
10.22,21.78,2023-06-10 08:00:00+00:00,56.05,7.53,32.46,32.33,60.0,4.0,22.4,57.0,9.8,9.49,25.0,49.17,9.62,21.77,60.29,9.92,22.56,55.5,8.27,23.76,53.98,60.0,4.0,22.4,57.0,0.0,-2.089999999999999,-0.7399999999999993,-2.6900000000000004,-2.3899999999999997,-1.96,2.089999999999999,0.0,1.3499999999999996,-0.6000000000000014,-0.3000000000000007,0.129999999999999,0.7399999999999993,-1.3499999999999996,0.0,-1.950000000000001,-1.6500000000000004,-1.2200000000000006,2.6900000000000004,0.6000000000000014,1.950000000000001,0.0,0.3000000000000007,0.7300000000000004,2.3899999999999997,0.3000000000000007,1.6500000000000004,-0.3000000000000007,0.0,0.4299999999999997,1.96,-0.129999999999999,1.2200000000000006,-0.7300000000000004,-0.4299999999999997,0.0,False,8,Saturday
9.97,24.22,2023-06-10 09:00:00+00:00,50.74,7.03,35.42,27.92,50.0,5.0,23.9,52.0,10.0,9.33,25.62,47.89,9.29,23.04,57.07,9.09,24.21,51.31,7.72,26.51,50.06,50.0,5.0,23.9,52.0,0.0,-2.259999999999999,-0.6899999999999995,-2.9400000000000004,-2.0599999999999996,-2.3,2.259999999999999,0.0,1.5699999999999994,-0.6800000000000015,0.1999999999999993,-0.040000000000000924,0.6899999999999995,-1.5699999999999994,0.0,-2.250000000000001,-1.37,-1.6100000000000003,2.9400000000000004,0.6800000000000015,2.250000000000001,0.0,0.8800000000000008,0.6400000000000006,2.0599999999999996,-0.1999999999999993,1.37,-0.8800000000000008,0.0,-0.2400000000000002,2.3,0.040000000000000924,1.6100000000000003,-0.6400000000000006,0.2400000000000002,0.0,False,9,Saturday
9.7,26.3,2023-06-10 10:00:00+00:00,46.07,6.94,36.45,27.14,60.0,5.0,25.1,53.0,10.1,8.96,27.15,44.74,8.73,24.28,54.41,8.74,25.54,47.8,7.14,29.38,44.88,60.0,5.0,25.1,53.0,0.0,-1.79,-0.1999999999999993,-2.759999999999999,-1.7999999999999998,-2.0200000000000005,1.79,0.0,1.5900000000000007,-0.9699999999999989,-0.009999999999999787,-0.23000000000000043,0.1999999999999993,-1.5900000000000007,0.0,-2.5599999999999996,-1.6000000000000005,-1.8200000000000012,2.759999999999999,0.9699999999999989,2.5599999999999996,0.0,0.9599999999999991,0.7399999999999984,1.7999999999999998,0.009999999999999787,1.6000000000000005,-0.9599999999999991,0.0,-0.22000000000000064,2.0200000000000005,0.23000000000000043,1.8200000000000012,-0.7399999999999984,0.22000000000000064,0.0,False,10,Saturday
8.81,27.75,2023-06-10 11:00:00+00:00,42.31,6.56,36.21,26.67,50.0,6.0,26.1,49.0,9.6,8.02,28.67,41.31,8.29,25.12,51.62,7.89,26.65,44.78,6.43,31.86,40.35,50.0,6.0,26.1,49.0,0.0,-1.7299999999999995,0.1299999999999999,-2.250000000000001,-1.33,-1.46,1.7299999999999995,0.0,1.8599999999999994,-0.5200000000000014,0.39999999999999947,0.2699999999999996,-0.1299999999999999,-1.8599999999999994,0.0,-2.380000000000001,-1.46,-1.5899999999999999,2.250000000000001,0.5200000000000014,2.380000000000001,0.0,0.9200000000000008,0.7900000000000009,1.33,-0.39999999999999947,1.46,-0.9200000000000008,0.0,-0.1299999999999999,1.46,-0.2699999999999996,1.5899999999999999,-0.7900000000000009,0.1299999999999999,0.0,False,11,Saturday
7.66,30.07,2023-06-10 12:00:00+00:00,36.63,5.86,36.22,25.98,60.0,5.0,26.8,43.0,8.4,7.11,29.54,38.9,7.1,26.26,47.16,6.95,27.75,40.24,5.45,34.02,35.23,60.0,5.0,26.8,43.0,0.0,-1.2399999999999993,0.41000000000000014,-1.7999999999999998,-1.0899999999999999,-1.25,1.2399999999999993,0.0,1.6499999999999995,-0.5600000000000005,0.14999999999999947,-0.010000000000000675,-0.41000000000000014,-1.6499999999999995,0.0,-2.21,-1.5,-1.6600000000000001,1.7999999999999998,0.5600000000000005,2.21,0.0,0.71,0.5499999999999998,1.0899999999999999,-0.14999999999999947,1.5,-0.71,0.0,-0.16000000000000014,1.25,0.010000000000000675,1.6600000000000001,-0.5499999999999998,0.16000000000000014,0.0,False,12,Saturday
6.91,32.11,2023-06-10 13:00:00+00:00,32.97,6.15,32.04,30.93,60.0,6.0,27.6,42.0,8.0,6.85,30.8,35.36,6.35,26.98,43.7,6.76,29.09,37.16,5.01,36.47,31.53,60.0,6.0,27.6,42.0,0.0,-0.1999999999999993,1.1400000000000006,-0.7599999999999998,-0.6099999999999994,-0.6999999999999993,0.1999999999999993,0.0,1.3399999999999999,-0.5600000000000005,-0.41000000000000014,-0.5,-1.1400000000000006,-1.3399999999999999,0.0,-1.9000000000000004,-1.75,-1.8399999999999999,0.7599999999999998,0.5600000000000005,1.9000000000000004,0.0,0.15000000000000036,0.0600000000000005,0.6099999999999994,0.41000000000000014,1.75,-0.15000000000000036,0.0,-0.08999999999999986,0.6999999999999993,0.5,1.8399999999999999,-0.0600000000000005,0.08999999999999986,0.0,False,13,Saturday
6.45,33.67,2023-06-10 14:00:00+00:00,30.52,6.59,30.34,33.62,50.0,6.0,27.5,38.0,8.4,6.83,31.26,33.87,6.34,27.42,42.33,6.87,29.84,35.62,4.96,37.91,30.3,50.0,6.0,27.5,38.0,0.0,0.25,1.63,0.13999999999999968,-0.28000000000000025,-0.2400000000000002,-0.25,0.0,1.38,-0.11000000000000032,-0.5300000000000002,-0.4900000000000002,-1.63,-1.38,0.0,-1.4900000000000002,-1.9100000000000001,-1.87,-0.13999999999999968,0.11000000000000032,1.4900000000000002,0.0,-0.41999999999999993,-0.3799999999999999,0.28000000000000025,0.5300000000000002,1.9100000000000001,0.41999999999999993,0.0,0.040000000000000036,0.2400000000000002,0.4900000000000002,1.87,0.3799999999999999,-0.040000000000000036,0.0,False,14,Saturday
6.57,34.59,2023-06-10 15:00:00+00:00,27.09,6.53,29.69,32.01,50.0,7.0,27.6,35.0,7.7,6.28,31.83,29.94,6.37,27.69,39.24,6.44,30.09,31.1,4.89,38.09,29.54,50.0,7.0,27.6,35.0,0.0,0.16000000000000014,1.6400000000000006,-0.040000000000000036,0.08999999999999986,0.25,-0.16000000000000014,0.0,1.4800000000000004,-0.20000000000000018,-0.07000000000000028,0.08999999999999986,-1.6400000000000006,-1.4800000000000004,0.0,-1.6800000000000006,-1.5500000000000007,-1.3900000000000006,0.040000000000000036,0.20000000000000018,1.6800000000000006,0.0,0.1299999999999999,0.29000000000000004,-0.08999999999999986,0.07000000000000028,1.5500000000000007,-0.1299999999999999,0.0,0.16000000000000014,-0.25,-0.08999999999999986,1.3900000000000006,-0.29000000000000004,-0.16000000000000014,0.0,False,15,Saturday
6.31,32.9,2023-06-10 16:00:00+00:00,26.44,6.15,29.13,29.0,50.0,6.0,27.3,33.0,6.8,5.52,31.83,27.48,5.48,27.55,35.22,6.12,30.02,28.93,4.45,36.06,31.02,50.0,6.0,27.3,33.0,0.0,0.6699999999999999,1.7000000000000002,-0.15999999999999925,0.03000000000000025,0.6300000000000008,-0.6699999999999999,0.0,1.0300000000000002,-0.8299999999999992,-0.6399999999999997,-0.03999999999999915,-1.7000000000000002,-1.0300000000000002,0.0,-1.8599999999999994,-1.67,-1.0699999999999994,0.15999999999999925,0.8299999999999992,1.8599999999999994,0.0,0.1899999999999995,0.79,-0.03000000000000025,0.6399999999999997,1.67,-0.1899999999999995,0.0,0.6000000000000005,-0.6300000000000008,0.03999999999999915,1.0699999999999994,-0.79,-0.6000000000000005,0.0,False,16,Saturday
