pm25_HLL_298,temperature_HLL_298,datetime,humidity_HLL_298,pm25_HLL_345,temperature_HLL_345,humidity_HLL_345,winddirection,windspeed,temperature_KNMI_240,humidity_KNMI_240,pm25_NL49701,pm25_HLL_256,temperature_HLL_256,humidity_HLL_256,pm25_HLL_307,temperature_HLL_307,humidity_HLL_307,pm25_HLL_320,temperature_HLL_320,humidity_HLL_320,pm25_HLL_448,temperature_HLL_448,humidity_HLL_448,winddirection_knmi,windspeed_knmi,temperature_knmi,humidity_knmi,pm25_diff_HLL_345_HLL_345,pm25_diff_HLL_345_HLL_307,pm25_diff_HLL_345_HLL_448,pm25_diff_HLL_345_HLL_298,pm25_diff_HLL_345_HLL_320,pm25_diff_HLL_345_HLL_256,pm25_diff_HLL_307_HLL_345,pm25_diff_HLL_307_HLL_307,pm25_diff_HLL_307_HLL_448,pm25_diff_HLL_307_HLL_298,pm25_diff_HLL_307_HLL_320,pm25_diff_HLL_307_HLL_256,pm25_diff_HLL_448_HLL_345,pm25_diff_HLL_448_HLL_307,pm25_diff_HLL_448_HLL_448,pm25_diff_HLL_448_HLL_298,pm25_diff_HLL_448_HLL_320,pm25_diff_HLL_448_HLL_256,pm25_diff_HLL_298_HLL_345,pm25_diff_HLL_298_HLL_307,pm25_diff_HLL_298_HLL_448,pm25_diff_HLL_298_HLL_298,pm25_diff_HLL_298_HLL_320,pm25_diff_HLL_298_HLL_256,pm25_diff_HLL_320_HLL_345,pm25_diff_HLL_320_HLL_307,pm25_diff_HLL_320_HLL_448,pm25_diff_HLL_320_HLL_298,pm25_diff_HLL_320_HLL_320,pm25_diff_HLL_320_HLL_256,pm25_diff_HLL_256_HLL_345,pm25_diff_HLL_256_HLL_307,pm25_diff_HLL_256_HLL_448,pm25_diff_HLL_256_HLL_298,pm25_diff_HLL_256_HLL_320,pm25_diff_HLL_256_HLL_256,highhumidity,datehour,dateday
4.96,14.94,2023-04-04 11:00:00+00:00,33.77,4.22,23.12,19.38,60.0,2.0,9.1,47.0,5.2,5.15,10.94,41.06,4.54,11.02,40.77,5.29,10.38,40.49,,,,60.0,2.0,9.1,47.0,0.0,-0.3200000000000003,,-0.7400000000000002,-1.0700000000000003,-0.9300000000000006,0.3200000000000003,0.0,,-0.41999999999999993,-0.75,-0.6100000000000003,,,,,,,0.7400000000000002,0.41999999999999993,,0.0,-0.33000000000000007,-0.1900000000000004,1.0700000000000003,0.75,,0.33000000000000007,0.0,0.13999999999999968,0.9300000000000006,0.6100000000000003,,0.1900000000000004,-0.13999999999999968,0.0,False,11,Tuesday
5.12,15.41,2023-04-04 12:00:00+00:00,32.69,4.59,22.78,20.06,60.0,3.0,9.1,41.0,5.5,5.21,11.98,37.99,5.37,11.17,40.05,5.42,11.08,37.95,,,,60.0,3.0,9.1,41.0,0.0,-0.7800000000000002,,-0.5300000000000002,-0.8300000000000001,-0.6200000000000001,0.7800000000000002,0.0,,0.25,-0.04999999999999982,0.16000000000000014,,,,,,,0.5300000000000002,-0.25,,0.0,-0.2999999999999998,-0.08999999999999986,0.8300000000000001,0.04999999999999982,,0.2999999999999998,0.0,0.20999999999999996,0.6200000000000001,-0.16000000000000014,,0.08999999999999986,-0.20999999999999996,0.0,False,12,Tuesday
5.75,16.25,2023-04-04 13:00:00+00:00,30.58,5.03,19.03,23.29,50.0,3.0,9.2,39.0,5.9,5.74,13.55,35.29,5.43,11.13,39.53,6.34,11.36,36.09,,,,50.0,3.0,9.2,39.0,0.0,-0.39999999999999947,,-0.7199999999999998,-1.3099999999999996,-0.71,0.39999999999999947,0.0,,-0.3200000000000003,-0.9100000000000001,-0.3100000000000005,,,,,,,0.7199999999999998,0.3200000000000003,,0.0,-0.5899999999999999,0.009999999999999787,1.3099999999999996,0.9100000000000001,,0.5899999999999999,0.0,0.5999999999999996,0.71,0.3100000000000005,,-0.009999999999999787,-0.5999999999999996,0.0,False,13,Tuesday
6.65,17.47,2023-04-04 14:00:00+00:00,31.06,6.91,14.51,29.74,50.0,3.0,9.2,42.0,7.0,6.83,14.55,35.61,6.45,11.76,37.64,7.83,11.95,37.53,,,,50.0,3.0,9.2,42.0,0.0,0.45999999999999996,,0.2599999999999998,-0.9199999999999999,0.08000000000000007,-0.45999999999999996,0.0,,-0.20000000000000018,-1.38,-0.3799999999999999,,,,,,,-0.2599999999999998,0.20000000000000018,,0.0,-1.1799999999999997,-0.17999999999999972,0.9199999999999999,1.38,,1.1799999999999997,0.0,1.0,-0.08000000000000007,0.3799999999999999,,0.17999999999999972,-1.0,0.0,False,14,Tuesday
6.98,17.28,2023-04-04 15:00:00+00:00,32.44,7.91,14.09,33.48,50.0,3.0,9.2,39.0,8.1,7.62,13.36,38.52,7.38,11.71,40.89,9.22,11.95,39.01,,,,50.0,3.0,9.2,39.0,0.0,0.5300000000000002,,0.9299999999999997,-1.3100000000000005,0.29000000000000004,-0.5300000000000002,0.0,,0.39999999999999947,-1.8400000000000007,-0.2400000000000002,,,,,,,-0.9299999999999997,-0.39999999999999947,,0.0,-2.24,-0.6399999999999997,1.3100000000000005,1.8400000000000007,,2.24,0.0,1.6000000000000005,-0.29000000000000004,0.2400000000000002,,0.6399999999999997,-1.6000000000000005,0.0,False,15,Tuesday
7.29,15.46,2023-04-04 16:00:00+00:00,33.29,7.96,12.45,35.67,40.0,2.0,8.9,45.0,7.7,7.79,12.02,39.53,11.78,10.75,44.88,12.65,11.11,39.33,,,,40.0,2.0,8.9,45.0,0.0,-3.8199999999999994,,0.6699999999999999,-4.69,0.16999999999999993,3.8199999999999994,0.0,,4.489999999999999,-0.870000000000001,3.9899999999999993,,,,,,,-0.6699999999999999,-4.489999999999999,,0.0,-5.36,-0.5,4.69,0.870000000000001,,5.36,0.0,4.86,-0.16999999999999993,-3.9899999999999993,,0.5,-4.86,0.0,False,16,Tuesday
7.15,14.26,2023-04-04 17:00:00+00:00,31.92,8.1,11.47,34.09,20.0,4.0,8.9,46.0,7.2,7.47,11.33,38.53,7.78,10.69,42.79,13.81,10.97,34.61,,,,20.0,4.0,8.9,46.0,0.0,0.3199999999999994,,0.9499999999999993,-5.710000000000001,0.6299999999999999,-0.3199999999999994,0.0,,0.6299999999999999,-6.03,0.3100000000000005,,,,,,,-0.9499999999999993,-0.6299999999999999,,0.0,-6.66,-0.3199999999999994,5.710000000000001,6.03,,6.66,0.0,6.340000000000001,-0.6299999999999999,-0.3100000000000005,,0.3199999999999994,-6.340000000000001,0.0,False,17,Tuesday
8.91,12.09,2023-04-04 18:00:00+00:00,40.11,9.27,10.57,38.04,30.0,3.0,7.4,47.0,7.5,8.48,10.71,40.7,12.43,9.89,43.31,12.7,10.06,42.26,,,,30.0,3.0,7.4,47.0,0.0,-3.16,,0.35999999999999943,-3.4299999999999997,0.7899999999999991,3.16,0.0,,3.5199999999999996,-0.2699999999999996,3.9499999999999993,,,,,,,-0.35999999999999943,-3.5199999999999996,,0.0,-3.789999999999999,0.4299999999999997,3.4299999999999997,0.2699999999999996,,3.789999999999999,0.0,4.219999999999999,-0.7899999999999991,-3.9499999999999993,,-0.4299999999999997,-4.219999999999999,0.0,False,18,Tuesday
9.42,9.95,2023-04-04 19:00:00+00:00,49.62,11.15,8.99,49.02,30.0,3.0,5.5,57.0,8.2,9.96,8.85,51.85,9.89,8.12,55.38,13.44,8.48,53.93,,,,30.0,3.0,5.5,57.0,0.0,1.2599999999999998,,1.7300000000000004,-2.289999999999999,1.1899999999999995,-1.2599999999999998,0.0,,0.47000000000000064,-3.549999999999999,-0.07000000000000028,,,,,,,-1.7300000000000004,-0.47000000000000064,,0.0,-4.02,-0.5400000000000009,2.289999999999999,3.549999999999999,,4.02,0.0,3.4799999999999986,-1.1899999999999995,0.07000000000000028,,0.5400000000000009,-3.4799999999999986,0.0,False,19,Tuesday
12.06,8.54,2023-04-04 20:00:00+00:00,55.62,15.94,7.61,58.51,40.0,3.0,5.5,67.0,10.3,13.38,7.34,60.85,12.23,6.92,63.83,15.48,7.18,63.43,,,,40.0,3.0,5.5,67.0,0.0,3.709999999999999,,3.879999999999999,0.4599999999999991,2.5599999999999987,-3.709999999999999,0.0,,0.16999999999999993,-3.25,-1.1500000000000004,,,,,,,-3.879999999999999,-0.16999999999999993,,0.0,-3.42,-1.3200000000000003,-0.4599999999999991,3.25,,3.42,0.0,2.0999999999999996,-2.5599999999999987,1.1500000000000004,,1.3200000000000003,-2.0999999999999996,0.0,False,20,Tuesday
14.66,7.37,2023-04-04 21:00:00+00:00,59.35,19.15,6.6,62.75,30.0,3.0,4.6,74.0,11.7,15.36,6.61,64.15,14.47,6.28,67.44,17.93,6.48,66.69,,,,30.0,3.0,4.6,74.0,0.0,4.679999999999998,,4.489999999999998,1.2199999999999989,3.789999999999999,-4.679999999999998,0.0,,-0.1899999999999995,-3.459999999999999,-0.8899999999999988,,,,,,,-4.489999999999998,0.1899999999999995,,0.0,-3.2699999999999996,-0.6999999999999993,-1.2199999999999989,3.459999999999999,,3.2699999999999996,0.0,2.5700000000000003,-3.789999999999999,0.8899999999999988,,0.6999999999999993,-2.5700000000000003,0.0,False,21,Tuesday
16.14,6.88,2023-04-04 22:00:00+00:00,61.91,19.12,6.03,65.46,50.0,3.0,4.7,76.0,12.3,15.85,5.93,66.91,15.65,5.66,71.69,20.02,6.38,67.73,,,,50.0,3.0,4.7,76.0,0.0,3.4700000000000006,,2.9800000000000004,-0.8999999999999986,3.2700000000000014,-3.4700000000000006,0.0,,-0.4900000000000002,-4.369999999999999,-0.1999999999999993,,,,,,,-2.9800000000000004,0.4900000000000002,,0.0,-3.879999999999999,0.2900000000000009,0.8999999999999986,4.369999999999999,,3.879999999999999,0.0,4.17,-3.2700000000000014,0.1999999999999993,,-0.2900000000000009,-4.17,0.0,False,22,Tuesday
12.54,6.26,2023-04-04 23:00:00+00:00,64.16,16.58,5.54,68.34,50.0,2.0,3.7,77.0,9.0,10.81,5.6,67.52,19.26,4.8,75.0,17.16,6.07,70.04,,,,50.0,2.0,3.7,77.0,0.0,-2.6800000000000033,,4.039999999999999,-0.5800000000000018,5.769999999999998,2.6800000000000033,0.0,,6.720000000000002,2.1000000000000014,8.450000000000001,,,,,,,-4.039999999999999,-6.720000000000002,,0.0,-4.620000000000001,1.7299999999999986,0.5800000000000018,-2.1000000000000014,,4.620000000000001,0.0,6.35,-5.769999999999998,-8.450000000000001,,-1.7299999999999986,-6.35,0.0,False,23,Tuesday
10.47,5.75,2023-04-05 00:00:00+00:00,64.81,13.11,4.88,70.44,60.0,2.0,4.0,74.0,8.4,10.25,5.16,68.2,19.53,4.56,76.01,11.47,5.63,69.62,,,,60.0,2.0,4.0,74.0,0.0,-6.420000000000002,,2.639999999999999,1.6399999999999988,2.8599999999999994,6.420000000000002,0.0,,9.06,8.06,9.280000000000001,,,,,,,-2.639999999999999,-9.06,,0.0,-1.0,0.22000000000000064,-1.6399999999999988,-8.06,,1.0,0.0,1.2200000000000006,-2.8599999999999994,-9.280000000000001,,-0.22000000000000064,-1.2200000000000006,0.0,False,0,Wednesday
14.64,5.2,2023-04-05 01:00:00+00:00,67.38,16.19,4.4,72.64,60.0,1.0,2.8,83.0,9.2,13.07,4.7,71.05,13.33,4.51,74.8,14.11,5.24,71.45,,,,60.0,1.0,2.8,83.0,0.0,2.860000000000001,,1.5500000000000007,2.080000000000002,3.120000000000001,-2.860000000000001,0.0,,-1.3100000000000005,-0.7799999999999994,0.2599999999999998,,,,,,,-1.5500000000000007,1.3100000000000005,,0.0,0.5300000000000011,1.5700000000000003,-2.080000000000002,0.7799999999999994,,-0.5300000000000011,0.0,1.0399999999999991,-3.120000000000001,-0.2599999999999998,,-1.5700000000000003,-1.0399999999999991,0.0,False,1,Wednesday
19.34,4.71,2023-04-05 02:00:00+00:00,71.59,23.63,3.79,74.71,60.0,1.0,2.5,84.0,11.1,17.3,4.08,74.46,13.14,4.01,75.47,18.58,4.76,73.67,,,,60.0,1.0,2.5,84.0,0.0,10.489999999999998,,4.289999999999999,5.050000000000001,6.329999999999998,-10.489999999999998,0.0,,-6.199999999999999,-5.439999999999998,-4.16,,,,,,,-4.289999999999999,6.199999999999999,,0.0,0.7600000000000016,2.039999999999999,-5.050000000000001,5.439999999999998,,-0.7600000000000016,0.0,1.2799999999999976,-6.329999999999998,4.16,,-2.039999999999999,-1.2799999999999976,0.0,False,2,Wednesday
21.08,4.41,2023-04-05 03:00:00+00:00,72.0,27.69,3.43,78.7,80.0,2.0,2.5,82.0,12.1,21.11,3.82,77.18,17.34,3.15,78.55,21.5,4.3,76.15,,,,80.0,2.0,2.5,82.0,0.0,10.350000000000001,,6.610000000000003,6.190000000000001,6.580000000000002,-10.350000000000001,0.0,,-3.7399999999999984,-4.16,-3.7699999999999996,,,,,,,-6.610000000000003,3.7399999999999984,,0.0,-0.4200000000000017,-0.030000000000001137,-6.190000000000001,4.16,,0.4200000000000017,0.0,0.39000000000000057,-6.580000000000002,3.7699999999999996,,0.030000000000001137,-0.39000000000000057,0.0,False,3,Wednesday
24.08,4.23,2023-04-05 04:00:00+00:00,73.08,31.84,3.12,77.93,70.0,1.0,2.0,84.0,14.3,22.63,3.96,76.41,11.1,2.54,78.34,24.0,4.01,77.23,,,,70.0,1.0,2.0,84.0,0.0,20.740000000000002,,7.760000000000002,7.84,9.21,-20.740000000000002,0.0,,-12.979999999999999,-12.9,-11.53,,,,,,,-7.760000000000002,12.979999999999999,,0.0,0.0799999999999983,1.4499999999999993,-7.84,12.9,,-0.0799999999999983,0.0,1.370000000000001,-9.21,11.53,,-1.4499999999999993,-1.370000000000001,0.0,False,4,Wednesday
25.87,3.99,2023-04-05 05:00:00+00:00,74.73,34.02,2.73,81.2,90.0,2.0,1.5,81.0,16.6,24.55,3.73,76.44,24.86,2.02,82.29,26.85,3.77,78.31,,,,90.0,2.0,1.5,81.0,0.0,9.160000000000004,,8.150000000000002,7.170000000000002,9.470000000000002,-9.160000000000004,0.0,,-1.0100000000000016,-1.990000000000002,0.3099999999999987,,,,,,,-8.150000000000002,1.0100000000000016,,0.0,-0.9800000000000004,1.3200000000000003,-7.170000000000002,1.990000000000002,,0.9800000000000004,0.0,2.3000000000000007,-9.470000000000002,-0.3099999999999987,,-1.3200000000000003,-2.3000000000000007,0.0,False,5,Wednesday
27.56,3.75,2023-04-05 06:00:00+00:00,74.91,32.29,3.26,78.62,70.0,1.0,1.1,85.0,14.8,22.83,3.56,75.18,27.76,2.51,82.0,27.42,3.74,77.65,,,,70.0,1.0,1.1,85.0,0.0,4.529999999999998,,4.73,4.869999999999997,9.46,-4.529999999999998,0.0,,0.20000000000000284,0.33999999999999986,4.930000000000003,,,,,,,-4.73,-0.20000000000000284,,0.0,0.13999999999999702,4.73,-4.869999999999997,-0.33999999999999986,,-0.13999999999999702,0.0,4.590000000000003,-9.46,-4.930000000000003,,-4.73,-4.590000000000003,0.0,False,6,Wednesday
24.32,4.38,2023-04-05 07:00:00+00:00,72.34,23.65,8.91,59.51,0.0,0.0,5.0,73.0,15.6,20.52,4.11,71.46,19.7,4.0,77.23,23.61,4.76,72.7,,,,,,,,0.0,3.9499999999999993,,-0.6700000000000017,0.03999999999999915,3.129999999999999,-3.9499999999999993,0.0,,-4.620000000000001,-3.91,-0.8200000000000003,,,,,,,0.6700000000000017,4.620000000000001,,0.0,0.7100000000000009,3.8000000000000007,-0.03999999999999915,3.91,,-0.7100000000000009,0.0,3.09,-3.129999999999999,0.8200000000000003,,-3.8000000000000007,-3.09,0.0,False,7,Wednesday
21.05,7.08,2023-04-05 08:00:00+00:00,60.87,17.13,16.38,34.12,170.0,2.0,6.2,59.0,17.2,20.77,5.68,63.31,19.81,7.21,62.32,21.0,6.81,60.96,,,,170.0,2.0,6.2,59.0,0.0,-2.6799999999999997,,-3.9200000000000017,-3.870000000000001,-3.6400000000000006,2.6799999999999997,0.0,,-1.240000000000002,-1.1900000000000013,-0.9600000000000009,,,,,,,3.9200000000000017,1.240000000000002,,0.0,0.05000000000000071,0.28000000000000114,3.870000000000001,1.1900000000000013,,-0.05000000000000071,0.0,0.23000000000000043,3.6400000000000006,0.9600000000000009,,-0.28000000000000114,-0.23000000000000043,0.0,False,8,Wednesday
18.79,9.6,2023-04-05 09:00:00+00:00,45.76,14.75,20.24,25.48,170.0,2.0,8.0,50.0,18.1,19.12,7.91,52.76,13.53,9.09,49.53,19.56,8.73,48.93,,,,170.0,2.0,8.0,50.0,0.0,1.2200000000000006,,-4.039999999999999,-4.809999999999999,-4.370000000000001,-1.2200000000000006,0.0,,-5.26,-6.029999999999999,-5.590000000000002,,,,,,,4.039999999999999,5.26,,0.0,-0.7699999999999996,-0.33000000000000185,4.809999999999999,6.029999999999999,,0.7699999999999996,0.0,0.4399999999999977,4.370000000000001,5.590000000000002,,0.33000000000000185,-0.4399999999999977,0.0,False,9,Wednesday
17.91,11.99,2023-04-05 10:00:00+00:00,37.9,11.83,25.92,18.58,990.0,1.0,9.8,47.0,14.9,14.24,10.57,41.63,13.33,10.79,42.86,16.31,10.33,41.98,,,,,,,,0.0,-1.5,,-6.08,-4.479999999999999,-2.41,1.5,0.0,,-4.58,-2.9799999999999986,-0.9100000000000001,,,,,,,6.08,4.58,,0.0,1.6000000000000014,3.67,4.479999999999999,2.9799999999999986,,-1.6000000000000014,0.0,2.0699999999999985,2.41,0.9100000000000001,,-3.67,-2.0699999999999985,0.0,False,10,Wednesday
15.07,12.09,2023-04-05 11:00:00+00:00,34.58,12.41,26.23,16.79,130.0,3.0,9.9,43.0,12.8,12.56,12.72,35.71,12.88,11.81,38.12,14.13,11.6,35.85,,,,130.0,3.0,9.9,43.0,0.0,-0.47000000000000064,,-2.66,-1.7200000000000006,-0.15000000000000036,0.47000000000000064,0.0,,-2.1899999999999995,-1.25,0.3200000000000003,,,,,,,2.66,2.1899999999999995,,0.0,0.9399999999999995,2.51,1.7200000000000006,1.25,,-0.9399999999999995,0.0,1.5700000000000003,0.15000000000000036,-0.3200000000000003,,-2.51,-1.5700000000000003,0.0,False,11,Wednesday
14.5,13.34,2023-04-05 12:00:00+00:00,31.55,12.68,23.71,18.09,200.0,3.0,10.2,41.0,12.7,13.12,14.23,32.89,13.26,12.47,36.38,14.14,12.66,32.87,,,,200.0,3.0,10.2,41.0,0.0,-0.5800000000000001,,-1.8200000000000003,-1.4600000000000009,-0.4399999999999995,0.5800000000000001,0.0,,-1.2400000000000002,-0.8800000000000008,0.14000000000000057,,,,,,,1.8200000000000003,1.2400000000000002,,0.0,0.35999999999999943,1.3800000000000008,1.4600000000000009,0.8800000000000008,,-0.35999999999999943,0.0,1.0200000000000014,0.4399999999999995,-0.14000000000000057,,-1.3800000000000008,-1.0200000000000014,0.0,False,12,Wednesday
16.23,13.33,2023-04-05 13:00:00+00:00,31.64,14.14,22.68,20.57,210.0,2.0,10.6,41.0,12.6,12.91,15.81,31.19,13.71,12.64,37.09,14.81,13.44,32.32,,,,210.0,2.0,10.6,41.0,0.0,0.4299999999999997,,-2.09,-0.6699999999999999,1.2300000000000004,-0.4299999999999997,0.0,,-2.5199999999999996,-1.0999999999999996,0.8000000000000007,,,,,,,2.09,2.5199999999999996,,0.0,1.42,3.3200000000000003,0.6699999999999999,1.0999999999999996,,-1.42,0.0,1.9000000000000004,-1.2300000000000004,-0.8000000000000007,,-3.3200000000000003,-1.9000000000000004,0.0,False,13,Wednesday
16.13,13.59,2023-04-05 14:00:00+00:00,31.69,14.55,17.49,25.78,200.0,3.0,10.9,39.0,13.4,14.08,16.87,30.3,13.08,12.89,34.77,15.26,14.07,31.35,,,,200.0,3.0,10.9,39.0,0.0,1.4700000000000006,,-1.5799999999999983,-0.7099999999999991,0.47000000000000064,-1.4700000000000006,0.0,,-3.049999999999999,-2.1799999999999997,-1.0,,,,,,,1.5799999999999983,3.049999999999999,,0.0,0.8699999999999992,2.049999999999999,0.7099999999999991,2.1799999999999997,,-0.8699999999999992,0.0,1.1799999999999997,-0.47000000000000064,1.0,,-2.049999999999999,-1.1799999999999997,0.0,False,14,Wednesday
15.39,13.77,2023-04-05 15:00:00+00:00,29.72,16.41,15.34,28.44,200.0,3.0,11.3,43.0,13.5,13.98,17.03,28.91,14.67,13.42,34.54,15.37,14.33,29.44,,,,200.0,3.0,11.3,43.0,0.0,1.7400000000000002,,1.0199999999999996,1.040000000000001,2.4299999999999997,-1.7400000000000002,0.0,,-0.7200000000000006,-0.6999999999999993,0.6899999999999995,,,,,,,-1.0199999999999996,0.7200000000000006,,0.0,0.02000000000000135,1.4100000000000001,-1.040000000000001,0.6999999999999993,,-0.02000000000000135,0.0,1.3899999999999988,-2.4299999999999997,-0.6899999999999995,,-1.4100000000000001,-1.3899999999999988,0.0,False,15,Wednesday
18.21,14.22,2023-04-05 16:00:00+00:00,32.68,,,,230.0,2.0,11.0,41.0,14.4,16.72,16.54,30.88,,,,17.45,14.26,30.99,,,,230.0,2.0,11.0,41.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.7600000000000016,1.490000000000002,,,,-0.7600000000000016,0.0,0.7300000000000004,,,,-1.490000000000002,-0.7300000000000004,0.0,False,16,Wednesday
21.27,13.66,2023-04-05 17:00:00+00:00,38.98,27.99,13.5,41.37,310.0,4.0,9.1,57.0,18.9,24.76,14.17,39.87,28.27,12.31,45.64,25.19,,,,,,310.0,4.0,9.1,57.0,0.0,-0.28000000000000114,,6.719999999999999,2.799999999999997,3.229999999999997,0.28000000000000114,0.0,,7.0,3.0799999999999983,3.509999999999998,,,,,,,-6.719999999999999,-7.0,,0.0,-3.9200000000000017,-3.490000000000002,-2.799999999999997,-3.0799999999999983,,3.9200000000000017,0.0,0.4299999999999997,-3.229999999999997,-3.509999999999998,,3.490000000000002,-0.4299999999999997,0.0,False,17,Wednesday
27.87,11.94,2023-04-05 18:00:00+00:00,43.62,33.61,11.44,47.23,300.0,3.0,6.8,66.0,23.0,30.69,11.86,46.18,34.83,10.38,53.64,29.14,11.23,45.02,,,,300.0,3.0,6.8,66.0,0.0,-1.2199999999999989,,5.739999999999998,4.469999999999999,2.919999999999998,1.2199999999999989,0.0,,6.959999999999997,5.689999999999998,4.139999999999997,,,,,,,-5.739999999999998,-6.959999999999997,,0.0,-1.2699999999999996,-2.8200000000000003,-4.469999999999999,-5.689999999999998,,1.2699999999999996,0.0,-1.5500000000000007,-2.919999999999998,-4.139999999999997,,2.8200000000000003,1.5500000000000007,0.0,False,18,Wednesday
32.87,10.2,2023-04-05 19:00:00+00:00,48.46,34.7,9.41,51.8,340.0,2.0,6.7,63.0,27.4,35.16,9.81,52.52,33.47,8.89,60.11,34.67,9.72,50.34,,,,340.0,2.0,6.7,63.0,0.0,1.230000000000004,,1.8300000000000054,0.030000000000001137,-0.45999999999999375,-1.230000000000004,0.0,,0.6000000000000014,-1.2000000000000028,-1.6899999999999977,,,,,,,-1.8300000000000054,-0.6000000000000014,,0.0,-1.8000000000000043,-2.289999999999999,-0.030000000000001137,1.2000000000000028,,1.8000000000000043,0.0,-0.4899999999999949,0.45999999999999375,1.6899999999999977,,2.289999999999999,0.4899999999999949,0.0,False,19,Wednesday
33.71,9.48,2023-04-05 20:00:00+00:00,52.11,42.16,8.22,55.85,350.0,1.0,6.1,65.0,30.5,41.81,8.43,58.29,33.68,7.05,65.04,36.7,9.02,54.23,,,,350.0,1.0,6.1,65.0,0.0,8.479999999999997,,8.449999999999996,5.459999999999994,0.3499999999999943,-8.479999999999997,0.0,,-0.030000000000001137,-3.020000000000003,-8.130000000000003,,,,,,,-8.449999999999996,0.030000000000001137,,0.0,-2.990000000000002,-8.100000000000001,-5.459999999999994,3.020000000000003,,2.990000000000002,0.0,-5.109999999999999,-0.3499999999999943,8.130000000000003,,8.100000000000001,5.109999999999999,0.0,False,20,Wednesday
35.0,8.46,2023-04-05 21:00:00+00:00,56.92,43.38,7.38,63.63,40.0,1.0,5.6,69.0,29.0,41.82,7.31,62.23,35.97,6.83,67.73,37.53,8.3,57.97,,,,40.0,1.0,5.6,69.0,0.0,7.410000000000004,,8.380000000000003,5.850000000000001,1.5600000000000023,-7.410000000000004,0.0,,0.9699999999999989,-1.5600000000000023,-5.850000000000001,,,,,,,-8.380000000000003,-0.9699999999999989,,0.0,-2.530000000000001,-6.82,-5.850000000000001,1.5600000000000023,,2.530000000000001,0.0,-4.289999999999999,-1.5600000000000023,5.850000000000001,,6.82,4.289999999999999,0.0,False,21,Wednesday
39.62,8.03,2023-04-05 22:00:00+00:00,58.12,49.79,6.59,69.93,110.0,1.0,4.2,79.0,32.8,42.52,6.43,64.68,41.81,5.51,73.17,41.6,7.44,61.82,,,,110.0,1.0,4.2,79.0,0.0,7.979999999999997,,10.170000000000002,8.189999999999998,7.269999999999996,-7.979999999999997,0.0,,2.190000000000005,0.21000000000000085,-0.7100000000000009,,,,,,,-10.170000000000002,-2.190000000000005,,0.0,-1.980000000000004,-2.9000000000000057,-8.189999999999998,-0.21000000000000085,,1.980000000000004,0.0,-0.9200000000000017,-7.269999999999996,0.7100000000000009,,2.9000000000000057,0.9200000000000017,0.0,False,22,Wednesday
40.75,7.54,2023-04-05 23:00:00+00:00,60.84,47.33,6.26,70.41,110.0,2.0,2.4,84.0,32.1,42.93,6.03,67.82,43.12,5.07,73.97,43.92,6.97,65.04,,,,110.0,2.0,2.4,84.0,0.0,4.210000000000001,,6.579999999999998,3.4099999999999966,4.399999999999999,-4.210000000000001,0.0,,2.3699999999999974,-0.8000000000000043,0.18999999999999773,,,,,,,-6.579999999999998,-2.3699999999999974,,0.0,-3.1700000000000017,-2.1799999999999997,-3.4099999999999966,0.8000000000000043,,3.1700000000000017,0.0,0.990000000000002,-4.399999999999999,-0.18999999999999773,,2.1799999999999997,-0.990000000000002,0.0,False,23,Wednesday
36.21,7.21,2023-04-06 00:00:00+00:00,61.37,44.88,5.72,71.36,140.0,4.0,5.1,72.0,27.2,37.44,6.15,67.52,38.46,5.52,72.64,33.8,6.73,63.98,,,,140.0,4.0,5.1,72.0,0.0,6.420000000000002,,8.670000000000002,11.080000000000005,7.440000000000005,-6.420000000000002,0.0,,2.25,4.660000000000004,1.0200000000000031,,,,,,,-8.670000000000002,-2.25,,0.0,2.4100000000000037,-1.2299999999999969,-11.080000000000005,-4.660000000000004,,-2.4100000000000037,0.0,-3.6400000000000006,-7.440000000000005,-1.0200000000000031,,1.2299999999999969,3.6400000000000006,0.0,False,0,Thursday
26.87,7.54,2023-04-06 01:00:00+00:00,52.95,31.58,6.29,61.73,140.0,4.0,5.0,68.0,19.9,25.82,6.44,59.67,27.26,6.6,62.04,28.62,6.98,59.4,,,,140.0,4.0,5.0,68.0,0.0,4.319999999999997,,4.709999999999997,2.9599999999999973,5.759999999999998,-4.319999999999997,0.0,,0.39000000000000057,-1.3599999999999994,1.4400000000000013,,,,,,,-4.709999999999997,-0.39000000000000057,,0.0,-1.75,1.0500000000000007,-2.9599999999999973,1.3599999999999994,,1.75,0.0,2.8000000000000007,-5.759999999999998,-1.4400000000000013,,-1.0500000000000007,-2.8000000000000007,0.0,False,1,Thursday
22.25,7.92,2023-04-06 03:00:00+00:00,46.74,23.54,7.15,51.11,140.0,5.0,5.1,63.0,16.7,19.88,7.1,52.15,20.14,6.77,54.65,22.11,7.45,51.37,,,,140.0,5.0,5.1,63.0,0.0,3.3999999999999986,,1.2899999999999991,1.4299999999999997,3.66,-3.3999999999999986,0.0,,-2.1099999999999994,-1.9699999999999989,0.26000000000000156,,,,,,,-1.2899999999999991,2.1099999999999994,,0.0,0.14000000000000057,2.370000000000001,-1.4299999999999997,1.9699999999999989,,-0.14000000000000057,0.0,2.2300000000000004,-3.66,-0.26000000000000156,,-2.370000000000001,-2.2300000000000004,0.0,False,3,Thursday
