pm25_HLL_545,temperature_HLL_545,datetime,humidity_HLL_545,pm25_HLL_549,temperature_HLL_549,humidity_HLL_549,pm25_HLL_420,temperature_HLL_420,humidity_HLL_420,pm25_HLL_541,temperature_HLL_541,humidity_HLL_541,pm25_NL49570,pm25_NL49701,winddirection,windspeed,temperature_knmi,humidity_knmi
7.22,36.08,2023-09-10 16:00:00+00:00,32.96,7.81,36.63,32.69,3.88,38.38,31.25,5.63,39.21,29.4,17.1,11.9,230.0,4.0,,
8.85,33.99,2023-09-10 17:00:00+00:00,37.18,9.53,35.32,36.13,4.74,37.11,34.85,6.83,37.97,32.91,21.6,13.5,280.0,1.0,,
12.48,26.65,2023-09-10 19:00:00+00:00,59.56,13.91,26.64,59.35,7.22,29.29,54.2,10.37,28.79,55.15,18.6,16.5,110.0,2.0,,
15.22,23.89,2023-09-10 20:00:00+00:00,68.6,15.98,23.94,67.64,8.21,27.47,61.24,11.97,26.97,62.56,14.6,16.6,110.0,3.0,,
16.12,22.58,2023-09-10 21:00:00+00:00,72.61,16.91,22.68,71.92,13.26,26.8,64.78,18.91,26.37,66.01,16.2,22.2,130.0,4.0,,
19.75,22.12,2023-09-10 22:00:00+00:00,76.19,21.03,22.2,76.57,11.61,26.61,65.34,17.24,26.54,65.25,16.4,20.4,130.0,4.0,,
22.96,23.45,2023-09-10 23:00:00+00:00,75.67,24.44,23.57,76.44,11.68,26.16,67.1,17.43,26.2,66.6,15.8,19.7,130.0,4.0,,
22.76,24.04,2023-09-11 00:00:00+00:00,73.7,23.84,24.05,74.65,10.68,25.77,67.28,15.48,25.97,66.2,13.9,18.2,140.0,4.0,,
25.55,23.85,2023-09-11 01:00:00+00:00,73.66,26.73,23.81,74.66,10.13,25.39,66.91,14.94,25.65,65.64,13.1,17.2,150.0,5.0,,
28.77,23.65,2023-09-11 02:00:00+00:00,73.6,29.98,23.58,74.78,17.29,25.04,67.23,25.0,25.4,65.65,12.6,25.3,150.0,4.0,,
35.92,23.07,2023-09-11 03:00:00+00:00,75.47,38.1,22.99,76.76,13.03,24.85,67.51,19.07,25.2,66.02,22.2,21.1,150.0,4.0,,
42.18,22.27,2023-09-11 04:00:00+00:00,78.11,45.25,22.21,79.48,17.05,23.94,71.44,24.33,24.22,70.21,18.1,23.1,150.0,4.0,,
48.29,21.48,2023-09-11 05:00:00+00:00,80.58,50.92,21.44,81.77,18.4,23.13,73.77,26.07,23.45,72.08,18.9,24.3,170.0,5.0,,
37.55,21.64,2023-09-11 06:00:00+00:00,79.32,39.52,21.53,80.72,19.65,22.9,73.7,27.21,23.3,72.12,21.0,24.0,190.0,6.0,,
29.82,24.54,2023-09-11 07:00:00+00:00,71.59,32.81,24.52,72.95,21.34,23.34,73.72,30.63,23.54,72.67,18.4,27.7,220.0,5.0,,
19.23,28.01,2023-09-11 08:00:00+00:00,59.22,20.42,28.3,59.91,17.61,25.96,66.59,24.51,26.15,65.15,18.2,24.6,230.0,3.0,,
12.54,31.07,2023-09-11 09:00:00+00:00,49.37,14.13,31.07,49.85,6.58,30.29,50.88,9.43,29.02,53.23,14.0,12.9,230.0,4.0,,
16.29,31.02,2023-09-11 10:00:00+00:00,48.84,18.1,31.7,48.67,5.76,33.78,42.67,9.18,30.51,49.9,14.7,12.3,240.0,6.0,,
17.21,31.05,2023-09-11 11:00:00+00:00,50.6,18.83,31.55,50.14,6.67,34.29,42.75,10.43,31.31,49.18,13.7,13.4,260.0,8.0,,
29.39,27.92,2023-09-11 12:00:00+00:00,57.73,32.22,28.13,57.77,10.22,33.37,45.45,16.28,30.71,51.47,16.2,17.5,260.0,6.0,,
40.77,23.22,2023-09-11 13:00:00+00:00,72.71,42.24,23.37,73.2,19.85,26.25,64.53,31.59,24.6,69.89,16.9,24.7,250.0,5.0,,
37.46,23.01,2023-09-11 14:00:00+00:00,73.4,37.58,23.18,73.79,23.85,23.21,74.55,35.21,22.55,76.87,18.6,25.8,260.0,5.0,,
28.95,23.97,2023-09-11 15:00:00+00:00,68.17,29.43,24.4,67.58,18.88,24.19,69.21,26.89,23.9,69.89,16.0,21.4,240.0,6.0,,
24.1,23.38,2023-09-11 16:00:00+00:00,68.77,24.57,24.08,67.13,14.49,25.47,63.79,20.49,25.34,63.58,11.3,18.3,240.0,5.0,,
26.47,21.99,2023-09-11 17:00:00+00:00,72.82,26.88,22.47,71.9,15.82,23.11,72.08,23.13,22.71,72.71,11.2,17.1,260.0,3.0,,
27.73,20.97,2023-09-11 18:00:00+00:00,76.87,28.28,21.11,77.04,19.97,21.75,77.44,28.07,21.5,77.89,9.2,18.4,240.0,3.0,,
28.25,20.27,2023-09-11 19:00:00+00:00,78.65,28.85,20.37,78.97,21.03,20.81,81.58,28.63,20.73,81.7,10.3,18.1,240.0,3.0,,
34.27,19.74,2023-09-11 20:00:00+00:00,80.95,34.18,19.79,81.48,21.47,20.44,82.83,30.22,20.47,82.59,13.4,17.7,240.0,3.0,,
37.71,19.83,2023-09-11 21:00:00+00:00,82.69,37.87,19.84,83.64,24.73,20.34,83.77,34.74,20.49,83.11,14.4,20.9,200.0,5.0,,
44.02,19.8,2023-09-11 22:00:00+00:00,84.92,46.1,19.86,86.18,28.9,20.3,86.16,39.16,20.54,84.74,16.4,22.7,220.0,5.0,,
51.99,19.48,2023-09-11 23:00:00+00:00,87.3,54.22,19.53,88.22,35.31,19.93,90.27,42.99,20.28,87.42,12.2,24.6,200.0,4.0,,
49.03,19.0,2023-09-12 00:00:00+00:00,86.74,51.11,18.99,87.93,38.3,19.61,90.51,49.21,20.03,88.4,13.5,26.7,180.0,3.0,,
49.82,18.12,2023-09-12 01:00:00+00:00,87.65,53.27,18.09,89.48,39.81,19.13,90.29,50.84,19.57,88.42,13.4,28.5,180.0,4.0,,
71.41,17.98,2023-09-12 02:00:00+00:00,89.59,79.5,17.96,90.74,49.05,18.76,91.79,61.87,19.24,89.92,18.1,35.0,190.0,3.0,,
71.95,18.09,2023-09-12 03:00:00+00:00,90.33,80.55,18.04,91.77,55.47,18.65,92.8,64.78,19.14,90.65,18.6,37.5,220.0,6.0,,
59.61,18.18,2023-09-12 04:00:00+00:00,90.35,66.21,18.11,91.84,44.96,18.61,92.86,52.68,19.13,90.6,14.0,31.3,230.0,6.0,,
50.5,18.02,2023-09-12 05:00:00+00:00,90.24,56.79,17.93,91.56,38.43,18.66,93.26,46.17,19.16,90.79,14.2,26.9,230.0,5.0,,
48.66,17.77,2023-09-12 06:00:00+00:00,89.88,54.43,17.72,91.66,39.07,19.0,93.24,46.36,19.51,90.6,13.4,27.7,190.0,3.0,,
48.34,18.55,2023-09-12 07:00:00+00:00,89.76,56.99,18.52,91.52,33.76,19.44,92.15,41.54,19.88,89.6,8.2,26.7,160.0,3.0,,
42.18,20.5,2023-09-12 08:00:00+00:00,86.94,48.68,20.77,87.98,27.84,20.53,88.65,34.6,20.8,86.84,6.5,24.2,200.0,4.0,,
29.52,23.58,2023-09-12 09:00:00+00:00,78.0,31.67,24.25,77.34,21.03,23.25,78.45,28.99,23.04,77.98,10.2,21.9,200.0,4.0,,
17.12,23.96,2023-09-12 10:00:00+00:00,73.67,17.8,24.67,72.48,16.37,25.16,70.24,23.68,24.55,71.83,9.3,19.8,260.0,3.0,,
12.55,25.74,2023-09-12 11:00:00+00:00,68.52,13.44,26.35,67.54,14.46,24.64,72.53,21.11,24.48,72.55,6.4,17.9,280.0,2.0,,
12.47,29.85,2023-09-12 12:00:00+00:00,54.44,13.31,29.63,55.75,6.51,28.96,57.17,9.19,28.29,58.06,7.2,10.8,280.0,2.0,,
8.96,30.29,2023-09-12 13:00:00+00:00,50.63,9.05,29.97,52.34,3.72,29.2,52.8,5.89,28.62,53.93,8.3,7.1,330.0,2.0,,
7.34,29.41,2023-09-12 14:00:00+00:00,51.75,8.57,28.02,56.2,4.71,28.58,53.51,7.01,28.78,52.22,6.6,8.1,320.0,3.0,,
7.86,27.32,2023-09-12 15:00:00+00:00,56.68,9.22,26.06,61.68,3.93,30.8,48.62,5.84,31.97,44.94,5.0,7.3,310.0,2.0,,
8.56,25.42,2023-09-12 16:00:00+00:00,61.97,9.62,24.51,66.06,3.31,30.56,47.96,4.73,31.51,45.51,2.8,6.1,10.0,3.0,,
7.84,23.61,2023-09-12 17:00:00+00:00,67.31,8.78,22.99,71.1,3.97,26.05,60.34,6.22,26.04,59.61,2.0,6.0,360.0,4.0,,
7.01,21.44,2023-09-12 18:00:00+00:00,76.29,7.56,21.19,79.08,4.46,23.56,68.02,6.78,23.34,68.41,-0.7,5.9,10.0,5.0,,
6.82,20.36,2023-09-12 19:00:00+00:00,80.29,7.36,20.24,82.48,6.54,22.23,74.03,16.49,22.17,73.98,-1.3,7.8,10.0,3.0,,
7.51,19.55,2023-09-12 20:00:00+00:00,84.96,8.2,19.51,87.04,4.73,21.43,78.9,6.93,21.38,78.68,0.0,5.5,20.0,5.0,,
6.86,19.1,2023-09-12 21:00:00+00:00,86.75,7.14,19.12,88.77,4.42,20.86,80.57,6.73,20.84,80.08,1.4,4.3,360.0,6.0,,
4.92,18.71,2023-09-12 22:00:00+00:00,87.55,5.26,18.69,89.75,3.06,20.37,79.71,4.24,20.49,78.6,0.5,3.2,20.0,4.0,,
3.67,18.37,2023-09-12 23:00:00+00:00,87.58,4.13,18.33,89.57,4.24,20.14,83.5,6.04,20.36,82.55,-2.8,3.4,20.0,2.0,,
3.86,17.71,2023-09-13 01:00:00+00:00,87.18,4.24,17.68,88.62,4.77,19.47,90.38,5.94,19.73,87.9,-5.1,2.9,240.0,1.0,,
3.38,17.54,2023-09-13 02:00:00+00:00,87.9,4.14,17.55,89.3,3.85,19.17,90.15,4.78,19.38,88.17,-3.9,2.6,270.0,2.0,,
8.77,17.75,2023-09-13 03:00:00+00:00,89.25,9.02,17.77,90.73,4.16,18.71,89.93,4.97,19.0,88.02,-0.5,2.6,280.0,3.0,,
5.16,18.18,2023-09-13 04:00:00+00:00,88.83,5.55,18.23,90.5,6.53,18.65,91.67,7.87,19.04,89.62,-0.3,3.7,350.0,14.0,,
4.06,16.76,2023-09-13 05:00:00+00:00,86.01,3.01,15.6,87.36,5.44,16.91,94.78,5.24,17.38,89.11,-4.0,4.3,20.0,15.0,,
2.1,15.14,2023-09-13 06:00:00+00:00,83.32,2.12,15.1,84.79,1.77,14.97,90.55,2.78,15.4,86.07,-4.5,2.5,40.0,10.0,,
1.88,16.03,2023-09-13 07:00:00+00:00,79.15,1.88,15.92,80.47,1.4,15.85,85.35,2.08,16.43,81.0,-3.7,2.0,40.0,6.0,,
1.97,17.49,2023-09-13 08:00:00+00:00,75.86,1.88,17.32,77.23,1.29,17.35,78.15,1.89,17.92,74.49,-0.8,1.3,20.0,7.0,,
2.02,20.24,2023-09-13 09:00:00+00:00,65.87,2.08,19.57,69.23,1.07,20.04,68.48,1.49,20.21,66.51,0.4,1.1,20.0,7.0,,
2.57,18.24,2023-09-13 10:00:00+00:00,76.37,2.79,17.76,79.55,1.43,20.11,70.63,2.02,19.59,70.9,-1.4,1.5,40.0,8.0,,
3.51,20.21,2023-09-13 11:00:00+00:00,59.57,3.74,19.66,62.15,2.3,23.07,54.29,3.47,22.43,54.14,2.4,3.9,30.0,10.0,,
2.78,22.4,2023-09-13 12:00:00+00:00,48.28,3.16,21.57,51.54,2.11,26.97,38.77,3.14,26.22,39.06,1.4,3.7,20.0,8.0,,
2.69,23.6,2023-09-13 13:00:00+00:00,43.91,2.92,22.29,47.24,1.87,28.05,36.61,2.88,28.36,35.22,0.5,4.0,20.0,7.0,,
2.26,24.29,2023-09-13 14:00:00+00:00,41.79,2.39,22.83,45.86,1.71,24.5,43.72,2.4,28.02,35.65,5.3,3.5,360.0,7.0,,
2.41,24.25,2023-09-13 15:00:00+00:00,43.97,2.6,22.82,48.33,1.52,25.56,41.13,2.41,28.23,34.93,6.8,3.3,360.0,7.0,,
2.28,21.73,2023-09-13 16:00:00+00:00,54.03,2.72,20.52,58.27,1.79,23.1,52.89,2.41,23.85,49.76,6.1,3.4,20.0,6.0,,
2.46,18.57,2023-09-13 17:00:00+00:00,63.1,2.81,18.36,64.55,1.62,21.01,56.25,2.21,21.24,54.57,4.0,3.0,50.0,6.0,,
2.58,17.6,2023-09-13 18:00:00+00:00,64.94,2.65,17.44,65.86,1.77,19.02,61.15,3.06,19.1,60.02,2.7,3.9,30.0,6.0,,
3.36,15.46,2023-09-13 19:00:00+00:00,70.19,3.13,15.48,70.93,1.88,17.01,68.59,2.92,16.96,67.97,3.0,3.8,40.0,5.0,,
3.36,13.09,2023-09-13 20:00:00+00:00,76.97,3.35,13.32,76.9,1.97,15.96,69.48,3.04,15.95,68.64,2.6,3.7,40.0,4.0,,
3.27,11.59,2023-09-13 21:00:00+00:00,80.93,3.24,11.74,81.18,2.3,15.02,73.34,3.07,14.98,73.14,2.1,3.6,40.0,4.0,,
3.58,10.74,2023-09-13 22:00:00+00:00,82.63,3.67,10.88,83.35,2.19,14.33,75.95,3.14,14.25,75.87,2.5,3.6,40.0,3.0,,
3.41,10.43,2023-09-13 23:00:00+00:00,84.14,3.67,10.53,84.56,2.21,14.19,77.46,3.33,14.32,76.57,4.0,3.9,40.0,4.0,,
3.91,10.51,2023-09-14 00:00:00+00:00,85.1,3.72,10.56,85.78,2.51,14.16,79.64,3.68,14.31,78.65,1.8,4.2,110.0,2.0,,
3.77,10.05,2023-09-14 01:00:00+00:00,85.02,3.83,10.09,85.25,2.6,13.35,83.97,3.87,13.65,82.24,0.7,4.0,110.0,3.0,,
4.49,9.6,2023-09-14 02:00:00+00:00,86.41,4.38,9.6,86.87,2.32,12.81,85.3,3.26,13.33,83.25,4.0,3.6,130.0,3.0,,
4.73,9.35,2023-09-14 03:00:00+00:00,87.36,4.94,9.37,88.12,2.05,12.61,85.9,3.13,13.23,83.2,4.5,3.4,140.0,4.0,,
5.62,9.18,2023-09-14 04:00:00+00:00,88.02,5.42,9.21,88.63,2.78,12.31,88.84,3.89,12.92,86.93,2.0,3.8,140.0,4.0,,
5.44,9.09,2023-09-14 05:00:00+00:00,88.58,5.46,9.22,88.98,2.79,12.23,89.01,3.85,12.89,86.9,2.2,4.2,150.0,2.0,,
6.97,9.67,2023-09-14 06:00:00+00:00,88.64,7.14,9.8,89.25,3.77,12.36,89.77,4.97,13.08,86.88,7.2,5.7,150.0,4.0,,
8.22,14.33,2023-09-14 07:00:00+00:00,83.0,8.85,14.02,85.66,4.02,14.7,81.66,5.77,14.94,79.56,7.6,7.8,160.0,3.0,,
5.26,19.43,2023-09-14 08:00:00+00:00,65.7,5.86,19.4,67.44,2.72,18.79,65.06,4.16,19.26,62.42,4.9,6.5,170.0,4.0,,
5.02,22.85,2023-09-14 09:00:00+00:00,55.09,5.04,23.39,55.15,2.81,23.8,51.88,4.53,22.92,52.75,6.9,6.0,180.0,3.0,,
4.45,25.83,2023-09-14 10:00:00+00:00,45.35,4.74,26.89,44.18,2.91,30.86,36.22,4.64,26.95,42.07,8.3,6.5,230.0,3.0,,
3.51,28.7,2023-09-14 11:00:00+00:00,35.87,3.89,29.67,35.03,2.27,34.86,27.61,3.82,30.58,32.26,4.9,5.5,240.0,3.0,,
3.94,26.6,2023-09-14 12:00:00+00:00,39.19,4.05,27.52,38.77,2.09,36.32,24.71,3.49,33.04,27.41,3.6,4.9,260.0,3.0,,
4.57,28.21,2023-09-14 13:00:00+00:00,38.41,4.69,27.96,40.05,2.33,33.41,27.1,3.36,32.34,28.36,5.6,5.0,270.0,3.0,,
4.79,27.35,2023-09-14 14:00:00+00:00,40.21,5.62,25.99,44.19,2.17,28.97,32.92,3.34,31.66,28.07,5.4,4.6,270.0,3.0,,
5.09,28.08,2023-09-14 15:00:00+00:00,39.59,5.54,26.04,44.72,2.75,30.66,30.49,3.75,32.95,26.51,7.8,5.1,290.0,3.0,,
5.2,25.09,2023-09-14 16:00:00+00:00,44.94,5.79,23.39,49.66,2.68,29.73,31.48,3.84,29.94,30.41,9.1,5.3,300.0,2.0,,
5.33,22.62,2023-09-14 17:00:00+00:00,51.95,5.8,22.15,53.65,2.69,27.9,36.81,3.87,28.46,35.28,7.5,5.2,310.0,1.0,,
5.98,20.47,2023-09-14 18:00:00+00:00,58.56,6.2,19.94,60.85,3.11,24.11,47.32,5.05,24.23,46.43,9.2,6.2,310.0,1.0,,
6.41,16.79,2023-09-14 19:00:00+00:00,70.75,7.03,16.66,71.33,4.13,20.28,59.57,6.43,19.82,60.75,9.1,6.8,40.0,2.0,,
9.41,14.64,2023-09-14 20:00:00+00:00,77.2,10.16,14.67,77.37,4.88,18.93,66.15,7.37,18.52,66.99,10.1,7.2,110.0,2.0,,
13.33,14.03,2023-09-14 21:00:00+00:00,80.66,13.86,14.1,81.01,5.34,18.08,69.46,8.16,17.89,70.14,10.9,7.5,120.0,2.0,,
14.98,13.38,2023-09-14 22:00:00+00:00,81.74,16.58,13.47,82.38,6.85,17.62,71.33,10.61,17.61,71.26,9.5,8.9,130.0,4.0,,
22.18,13.25,2023-09-14 23:00:00+00:00,84.09,23.09,13.43,84.58,8.77,17.34,69.27,13.09,17.43,68.37,10.4,11.8,130.0,4.0,,
20.7,14.1,2023-09-15 00:00:00+00:00,82.53,21.19,14.21,82.87,10.26,16.84,69.96,14.67,17.02,69.05,9.0,12.2,130.0,4.0,,
23.57,13.69,2023-09-15 01:00:00+00:00,81.6,24.85,13.71,82.23,12.83,16.59,70.7,18.74,16.83,69.23,10.0,14.6,130.0,4.0,,
32.96,12.98,2023-09-15 02:00:00+00:00,83.7,33.87,13.04,84.51,11.99,16.14,72.45,17.87,16.46,70.87,14.4,13.9,130.0,4.0,,
34.53,12.32,2023-09-15 03:00:00+00:00,84.08,35.36,12.39,84.97,13.79,15.62,75.37,19.64,16.02,73.58,17.4,14.9,130.0,4.0,,
35.56,11.51,2023-09-15 04:00:00+00:00,84.83,36.97,11.61,85.34,17.37,14.98,79.04,24.93,15.35,77.36,9.3,16.5,130.0,4.0,,
40.7,10.92,2023-09-15 05:00:00+00:00,86.12,42.21,10.98,86.41,17.4,14.23,82.1,24.37,14.7,79.72,11.4,15.2,120.0,4.0,,
43.53,10.9,2023-09-15 06:00:00+00:00,86.44,42.3,11.1,86.53,17.98,13.89,83.97,25.49,14.37,81.51,20.3,15.0,120.0,4.0,,
35.56,16.63,2023-09-15 07:00:00+00:00,77.17,39.49,16.04,80.08,13.09,16.89,72.68,20.04,16.22,74.48,12.4,15.2,130.0,4.0,,
15.5,21.88,2023-09-15 08:00:00+00:00,57.4,16.2,21.04,60.99,8.67,20.49,60.49,13.18,20.67,58.73,12.1,13.9,120.0,3.0,,
8.22,24.58,2023-09-15 09:00:00+00:00,47.79,8.8,24.43,49.16,4.94,26.2,43.89,8.1,24.85,45.46,10.5,10.2,130.0,3.0,,
9.24,26.07,2023-09-15 10:00:00+00:00,41.73,9.85,26.54,41.69,4.32,31.43,32.07,7.22,27.09,39.12,11.8,8.5,120.0,4.0,,
9.73,27.48,2023-09-15 11:00:00+00:00,38.04,10.27,28.33,37.07,4.15,34.82,27.35,7.04,30.09,33.39,12.8,8.9,120.0,3.0,,
8.81,28.56,2023-09-15 12:00:00+00:00,35.46,9.28,28.67,36.43,4.42,35.48,26.05,7.13,31.85,30.06,18.7,9.3,120.0,3.0,,
9.77,29.64,2023-09-15 13:00:00+00:00,34.43,10.76,29.23,35.58,6.51,34.49,27.93,10.31,33.04,29.21,10.6,12.2,90.0,4.0,,
11.49,28.68,2023-09-15 14:00:00+00:00,36.8,12.89,28.0,38.69,6.83,28.51,37.63,9.79,31.28,32.66,16.9,11.9,120.0,3.0,,
11.51,27.56,2023-09-15 15:00:00+00:00,39.83,12.43,27.27,40.97,5.37,27.89,40.11,8.24,28.72,37.86,14.2,10.1,90.0,4.0,,
9.33,25.51,2023-09-15 16:00:00+00:00,44.65,9.85,25.06,46.82,4.72,27.61,41.25,7.04,28.59,38.84,11.7,8.6,80.0,6.0,,
11.14,22.14,2023-09-15 17:00:00+00:00,54.98,11.62,21.9,56.15,6.75,23.96,52.0,9.98,24.38,50.39,8.1,10.3,80.0,6.0,,
13.71,20.63,2023-09-15 18:00:00+00:00,60.44,14.7,20.38,61.56,8.26,21.78,60.46,12.68,21.92,59.46,7.0,11.5,70.0,5.0,,
17.86,18.56,2023-09-15 19:00:00+00:00,68.47,17.95,18.49,69.04,10.06,19.79,69.17,15.11,19.74,68.76,9.5,11.7,70.0,4.0,,
21.78,16.75,2023-09-15 20:00:00+00:00,73.0,22.51,16.86,72.87,9.22,18.93,73.43,13.58,18.83,73.88,16.7,10.2,90.0,4.0,,
27.07,14.79,2023-09-15 21:00:00+00:00,77.28,27.49,14.86,77.49,12.1,18.2,76.31,18.32,18.18,76.37,9.5,12.7,100.0,3.0,,
32.83,14.08,2023-09-15 22:00:00+00:00,81.53,32.7,14.12,81.27,12.18,17.51,78.09,18.13,17.53,78.3,15.9,12.6,110.0,4.0,,
30.94,13.19,2023-09-15 23:00:00+00:00,82.03,33.83,13.28,82.57,9.05,17.17,77.18,13.37,17.4,76.04,13.8,10.2,100.0,3.0,,
35.09,12.58,2023-09-16 00:00:00+00:00,83.39,34.94,12.71,84.04,10.86,16.77,77.91,15.53,17.14,76.08,14.4,10.6,100.0,4.0,,
33.19,12.24,2023-09-16 01:00:00+00:00,85.0,33.25,12.39,85.39,11.56,16.11,82.34,16.06,16.47,80.71,13.5,10.6,100.0,4.0,,
33.16,12.44,2023-09-16 02:00:00+00:00,86.48,32.37,12.61,86.97,11.6,15.72,83.77,15.49,16.19,82.05,11.1,9.7,100.0,3.0,,
30.33,12.25,2023-09-16 03:00:00+00:00,86.08,30.5,12.37,86.2,15.21,15.65,84.8,20.29,16.26,82.14,9.8,11.8,100.0,3.0,,
33.71,12.05,2023-09-16 04:00:00+00:00,86.93,33.22,12.15,87.73,12.42,15.76,85.72,16.19,16.31,82.85,8.5,9.9,90.0,3.0,,
34.26,11.94,2023-09-16 05:00:00+00:00,86.77,33.99,12.03,87.44,12.13,15.93,85.94,15.73,16.53,82.84,9.7,9.6,90.0,3.0,,
42.18,13.19,2023-09-16 06:00:00+00:00,88.74,41.58,13.39,89.72,14.71,15.9,86.95,18.27,16.56,84.21,13.0,10.6,90.0,3.0,,
26.36,18.41,2023-09-16 07:00:00+00:00,81.54,27.84,18.15,83.23,10.11,19.83,74.84,14.34,19.86,74.44,12.5,10.3,100.0,3.0,,
12.2,23.1,2023-09-16 08:00:00+00:00,63.05,14.1,22.49,66.17,8.2,23.03,64.28,11.61,23.71,60.82,8.8,10.3,100.0,3.0,,
12.46,26.87,2023-09-16 09:00:00+00:00,52.88,13.21,26.96,54.17,7.73,27.69,50.62,11.91,26.53,51.95,6.8,11.6,100.0,3.0,,
10.57,28.69,2023-09-16 10:00:00+00:00,45.62,10.56,28.6,46.58,5.23,33.36,36.32,8.83,30.42,41.51,8.7,9.8,80.0,3.0,,
6.62,28.14,2023-09-16 11:00:00+00:00,43.73,7.02,27.89,44.6,3.56,32.55,35.98,5.69,30.89,38.45,6.8,7.0,80.0,3.0,,
5.45,32.12,2023-09-16 12:00:00+00:00,36.01,5.62,32.04,36.7,2.08,38.38,26.1,3.43,35.41,28.91,4.3,4.4,50.0,4.0,,
3.78,32.85,2023-09-16 13:00:00+00:00,33.09,4.27,31.93,35.11,2.16,37.17,27.68,3.62,36.57,27.71,2.5,4.4,20.0,2.0,,
3.37,32.53,2023-09-16 14:00:00+00:00,33.16,3.59,31.74,34.94,2.58,32.19,34.51,3.5,36.43,27.99,-0.3,4.6,10.0,2.0,,
5.98,31.27,2023-09-16 15:00:00+00:00,35.25,4.46,30.84,36.79,2.36,31.68,34.82,3.72,33.47,31.29,0.2,4.2,130.0,3.0,,
4.02,28.59,2023-09-16 16:00:00+00:00,40.15,3.95,28.24,41.5,2.64,29.83,38.37,3.64,29.84,37.46,0.9,4.4,100.0,4.0,,
5.4,25.18,2023-09-16 17:00:00+00:00,48.37,5.68,24.87,49.73,3.34,26.23,45.81,4.94,26.32,45.05,2.7,5.2,70.0,4.0,,
6.58,22.47,2023-09-16 18:00:00+00:00,54.43,6.91,22.29,55.51,5.06,23.49,55.3,7.5,23.43,54.66,4.0,7.6,80.0,4.0,,
14.77,20.63,2023-09-16 19:00:00+00:00,67.75,15.91,20.51,68.52,9.29,21.46,67.59,13.48,21.4,66.96,4.4,10.5,70.0,7.0,,
21.73,19.52,2023-09-16 20:00:00+00:00,72.04,22.88,19.44,72.55,12.52,20.3,71.13,18.42,20.28,70.78,7.9,13.1,60.0,10.0,,
31.69,18.75,2023-09-16 21:00:00+00:00,73.53,30.34,18.69,73.86,16.4,19.63,73.17,24.25,19.67,72.47,15.9,15.5,70.0,9.0,,
35.17,18.23,2023-09-16 22:00:00+00:00,73.12,35.55,18.21,73.28,20.09,19.43,72.16,28.77,19.53,71.3,10.3,18.4,80.0,9.0,,
30.75,18.18,2023-09-16 23:00:00+00:00,71.74,31.92,18.18,71.99,14.51,19.41,68.74,21.16,19.56,67.76,11.7,15.5,80.0,8.0,,
30.71,18.21,2023-09-17 00:00:00+00:00,73.31,32.31,18.17,73.63,12.53,19.36,68.3,18.48,19.54,66.71,12.5,14.0,70.0,6.0,,
30.12,18.27,2023-09-17 01:00:00+00:00,73.02,30.76,18.23,73.2,13.97,19.04,70.13,20.66,19.26,68.79,16.7,14.4,70.0,8.0,,
28.23,18.29,2023-09-17 02:00:00+00:00,71.87,28.32,18.3,72.12,15.63,18.89,71.9,23.15,19.14,70.29,16.7,15.4,60.0,7.0,,
26.8,18.23,2023-09-17 03:00:00+00:00,72.97,27.57,18.22,73.34,14.91,18.69,71.49,21.96,18.99,69.93,14.7,14.5,60.0,7.0,,
29.0,18.03,2023-09-17 04:00:00+00:00,76.87,30.54,17.94,77.64,15.64,18.59,71.85,23.09,18.94,70.08,12.6,15.5,60.0,8.0,,
31.36,17.84,2023-09-17 05:00:00+00:00,80.69,32.23,17.77,82.14,16.3,18.2,79.09,22.21,18.52,76.65,8.5,13.8,60.0,8.0,,
43.09,17.62,2023-09-17 06:00:00+00:00,85.6,45.29,17.55,87.49,19.5,17.83,83.33,26.77,18.15,81.12,9.1,14.1,40.0,7.0,,
51.31,17.75,2023-09-17 07:00:00+00:00,87.35,53.29,17.71,89.03,20.46,18.23,83.32,27.86,18.47,81.57,11.0,14.8,60.0,8.0,,
41.19,18.37,2023-09-17 08:00:00+00:00,84.22,42.96,18.31,85.98,18.52,18.2,82.6,25.77,18.47,80.72,11.1,14.7,70.0,8.0,,
31.75,18.31,2023-09-17 09:00:00+00:00,82.1,32.2,18.27,83.45,17.92,17.03,87.73,23.57,17.35,84.94,10.8,12.2,80.0,7.0,,
23.39,17.87,2023-09-17 10:00:00+00:00,82.26,24.69,17.81,83.77,15.06,17.73,86.08,19.58,18.05,83.44,10.4,10.6,80.0,8.0,,
23.32,20.15,2023-09-17 11:00:00+00:00,75.81,24.25,20.1,76.86,11.05,20.85,74.32,15.82,21.02,72.82,10.4,9.8,70.0,8.0,,
11.9,23.14,2023-09-17 12:00:00+00:00,62.36,13.05,22.72,64.66,8.37,22.51,66.41,12.65,22.2,66.63,7.5,9.5,80.0,6.0,,
16.29,21.46,2023-09-17 13:00:00+00:00,66.86,17.51,21.39,68.04,11.78,21.09,70.0,17.46,20.89,69.88,5.9,12.0,100.0,4.0,,
20.25,21.21,2023-09-17 14:00:00+00:00,68.14,21.0,21.23,69.34,16.35,21.94,69.31,24.2,21.65,69.57,7.2,17.9,90.0,3.0,,
23.28,21.75,2023-09-17 15:00:00+00:00,67.7,25.15,21.74,68.96,19.12,22.74,66.89,28.69,22.52,66.86,10.0,22.1,170.0,1.0,,
